1975,    MRT6A,-1.043,35.781
1976,    MRFzA,-0.222,27.576
1977,    MRCzA,-0.990,23.969
1978,    MRPzA,-0.887,35.319
1979,    MRF1B,-0.145,12.870
1980,    MRF2B,-0.321,12.032
1981,    MRF3B,0.293,14.257
1982,    MRF4B,0.036,13.875
1983,    MRC3B,-0.200,11.122
1984,    MRC4B,0.036,12.513
1985,    MRP3B,-0.095,9.396
1986,    MRP4B,0.415,11.044
1987,    MRO1B,0.267,10.470
1988,    MRO2B,0.288,10.125
1989,    MRF7B,0.535,17.539
1990,    MRF8B,0.353,16.392
1991,    MRT3B,0.197,21.377
1992,    MRT4B,-0.722,13.550
1993,    MRT5B,0.099,12.013
1994,    MRT6B,0.559,13.667
1995,    MRFzB,0.137,12.548
1996,    MRCzB,-0.242,9.032
1997,    MRPzB,0.057,9.018
1998,   MRF1B2,0.103,2.062
1999,   MRF2B2,-0.099,1.738
2000,   MRF3B2,1.388,2.144
2001,   MRF4B2,0.980,1.902
2002,   MRC3B2,0.660,1.436
2003,   MRC4B2,0.681,1.497
2004,   MRP3B2,0.912,1.067
2005,   MRP4B2,1.032,1.177
2006,   MRO1B2,0.360,1.052
2007,   MRO2B2,0.652,1.397
2008,   MRF7B2,1.213,3.050
2009,   MRF8B2,1.131,2.773
2010,   MRT3B2,0.678,4.160
2011,   MRT4B2,-0.355,1.982
2012,   MRT5B2,0.758,1.740
2013,   MRT6B2,1.455,2.356
2014,   MRFzB2,1.619,1.681
2015,   MRCzB2,0.766,1.110
2016,   MRPzB2,0.849,0.992
2017,    MRF1G,0.995,0.732
2018,    MRF2G,1.037,0.670
2019,    MRF3G,1.004,0.334
2020,    MRF4G,1.192,0.429
2021,    MRC3G,0.393,0.223
2022,    MRC4G,0.512,0.242
2023,    MRP3G,0.404,0.178
2024,    MRP4G,0.326,0.170
2025,    MRO1G,0.871,0.260
2026,    MRO2G,1.114,0.335
2027,    MRF7G,0.854,0.399
2028,    MRF8G,1.246,0.516
2029,    MRT3G,1.286,0.494
2030,    MRT4G,0.039,0.253
2031,    MRT5G,0.735,0.242
2032,    MRT6G,0.720,0.226
2033,    MRFzG,1.395,0.350
2034,    MRCzG,0.803,0.197
2035,    MRPzG,0.528,0.161
2036,   MRF1A1,-0.758,6.994
2037,   MRF2A1,-1.164,6.209
2038,   MRF3A1,-1.274,8.165
2039,   MRF4A1,-0.849,9.556
2040,   MRC3A1,-1.484,9.207
2041,   MRC4A1,-1.607,8.551
2042,   MRP3A1,-1.030,14.175
2043,   MRP4A1,-1.422,11.765
2044,   MRO1A1,-0.327,25.116
2045,   MRO2A1,-0.510,23.469
2046,   MRF7A1,-1.099,6.763
2047,   MRF8A1,-0.915,7.535
2048,   MRT3A1,-0.948,8.748
2049,   MRT4A1,-0.844,9.323
2050,   MRT5A1,-0.748,16.378
2051,   MRT6A1,-0.965,15.064
2052,   MRFzA1,-1.173,8.360
2053,   MRCzA1,-1.722,7.646
2054,   MRPzA1,-0.951,14.150
2055,   MRF1A2,0.558,6.784
2056,   MRF2A2,0.161,6.050
2057,   MRF3A2,0.816,10.012
2058,   MRF4A2,0.755,9.604
2059,   MRC3A2,0.260,11.550
2060,   MRC4A2,0.274,11.427
2061,   MRP3A2,-0.078,11.107
2062,   MRP4A2,-0.101,11.193
2063,   MRO1A2,0.186,19.909
2064,   MRO2A2,0.559,26.767
2065,   MRF7A2,0.325,7.111
2066,   MRF8A2,0.748,8.834
2067,   MRT3A2,0.432,10.607
2068,   MRT4A2,1.065,13.132
2069,   MRT5A2,-0.095,11.892
2070,   MRT6A2,-0.210,11.218
2071,   MRFzA2,0.586,8.787
2072,   MRCzA2,0.177,8.338
2073,   MRPzA2,-0.025,11.138
2074,BCC3CzC4CzD1,-0.130,0.194
2075,BCT3T5T4T6D1,1.020,0.453
2076,BCP3O1P4O2D1,0.509,0.482
2077,BCF7T3F8T4D1,0.971,0.328
2078,BCF1F7F2F8D1,0.354,0.254
2079,BCF3F7F4F8D1,0.627,0.276
2080,BCF3F1F4F2D1,0.453,0.501
2081,BCF3FzF4FzD1,0.741,0.166
2082,BCC3CzC4CzD,0.742,0.257
2083,BCT3T5T4T6D,0.560,0.313
2084,BCP3O1P4O2D,0.876,0.511
2085,BCF7T3F8T4D,1.217,0.353
2086,BCF1F7F2F8D,0.918,0.372
2087,BCF3F7F4F8D,0.625,0.384
2088,BCF3F1F4F2D,0.746,0.618
2089,BCF3FzF4FzD,0.836,0.085
2090,BCC3CzC4CzT,-0.124,0.113
2091,BCT3T5T4T6T,1.593,0.329
2092,BCP3O1P4O2T,1.281,0.544
2093,BCF7T3F8T4T,0.949,0.184
2094,BCF1F7F2F8T,0.886,0.264
2095,BCF3F7F4F8T,0.237,0.336
2096,BCF3F1F4F2T,0.826,0.529
2097,BCF3FzF4FzT,-1.132,0.004
2098,BCC3CzC4CzA,-0.201,0.019
2099,BCT3T5T4T6A,0.737,0.442
2100,BCP3O1P4O2A,1.307,0.769
2101,BCF7T3F8T4A,0.344,0.088
2102,BCF1F7F2F8A,0.796,0.172
2103,BCF3F7F4F8A,0.009,0.299
2104,BCF3F1F4F2A,0.768,0.418
2105,BCF3FzF4FzA,-0.778,0.008
2106,BCC3CzC4CzB,-2.184,0.000
2107,BCT3T5T4T6B,0.612,0.057
2108,BCP3O1P4O2B,1.471,0.467
2109,BCF7T3F8T4B,0.922,0.038
2110,BCF1F7F2F8B,-0.242,0.049
2111,BCF3F7F4F8B,0.044,0.112
2112,BCF3F1F4F2B,1.030,0.268
2113,BCF3FzF4FzB,0.010,0.019
2114,BCC3CzC4CzS,0.481,0.079
2115,BCT3T5T4T6S,0.811,0.300
2116,BCP3O1P4O2S,1.489,0.671
2117,BCF7T3F8T4S,1.263,0.173
2118,BCF1F7F2F8S,0.992,0.247
2119,BCF3F7F4F8S,0.386,0.297
2120,BCF3F1F4F2S,0.942,0.510
2121,BCF3FzF4FzS,-0.404,0.006
2122,BCC3CzC4CzB2,-0.419,0.016
2123,BCT3T5T4T6B2,0.508,0.029
2124,BCP3O1P4O2B2,0.647,0.262
2125,BCF7T3F8T4B2,0.300,0.016
2126,BCF1F7F2F8B2,-0.765,0.014
2127,BCF3F7F4F8B2,-0.341,0.021
2128,BCF3F1F4F2B2,0.428,0.109
2129,BCF3FzF4FzB2,0.136,0.024
2130,BCC3CzC4CzG,0.117,0.264
2131,BCT3T5T4T6G,0.537,0.122
2132,BCP3O1P4O2G,1.434,0.631
2133,BCF7T3F8T4G,1.591,0.203
2134,BCF1F7F2F8G,0.981,0.412
2135,BCF3F7F4F8G,0.236,0.063
2136,BCF3F1F4F2G,1.129,0.469
2137,BCF3FzF4FzG,-0.327,0.122
2138,BCC3CzC4CzA1,-0.091,0.037
2139,BCT3T5T4T6A1,0.838,0.472
2140,BCP3O1P4O2A1,1.163,0.743
2141,BCF7T3F8T4A1,0.568,0.140
2142,BCF1F7F2F8A1,0.710,0.189
2143,BCF3F7F4F8A1,-0.755,0.219
2144,BCF3F1F4F2A1,0.539,0.402
2145,BCF3FzF4FzA1,-0.259,0.021
2146,BCC3CzC4CzA2,0.685,0.071
2147,BCT3T5T4T6A2,0.795,0.399
2148,BCP3O1P4O2A2,1.588,0.803
2149,BCF7T3F8T4A2,0.008,0.047
2150,BCF1F7F2F8A2,0.769,0.150
2151,BCF3F7F4F8A2,1.149,0.457
2152,BCF3F1F4F2A2,1.117,0.447
2153,BCF3FzF4FzA2,-1.324,0.004
2154,   MFF1D1,-0.018,0.738
2155,   MFF2D1,-0.287,0.744
2156,   MFF3D1,0.895,0.805
2157,   MFF4D1,0.494,0.774
2158,   MFC3D1,0.698,0.812
2159,   MFC4D1,0.327,0.796
2160,   MFP3D1,0.331,0.795
2161,   MFP4D1,0.871,0.820
2162,   MFO1D1,-0.662,0.765
2163,   MFO2D1,-0.496,0.770
2164,   MFF7D1,0.841,0.775
2165,   MFF8D1,1.077,0.790
2166,   MFT3D1,-0.205,0.756
2167,   MFT4D1,0.095,0.773
2168,   MFT5D1,-0.298,0.773
2169,   MFT6D1,-0.015,0.794
2170,   MFFzD1,0.456,0.769
2171,   MFCzD1,0.989,0.815
2172,   MFPzD1,0.561,0.797
2173,    MFF1D,0.850,2.149
2174,    MFF2D,0.567,2.157
2175,    MFF3D,-0.668,2.099
2176,    MFF4D,-0.190,2.136
2177,    MFC3D,-0.999,2.084
2178,    MFC4D,-0.660,2.108
2179,    MFP3D,-0.886,2.068
2180,    MFP4D,-1.240,2.037
2181,    MFO1D,-0.723,2.068
2182,    MFO2D,-1.151,2.034
2183,    MFF7D,-0.883,2.033
2184,    MFF8D,-0.472,2.065
2185,    MFT3D,-1.403,2.065
2186,    MFT4D,-0.147,2.145
2187,    MFT5D,-0.393,2.112
2188,    MFT6D,-0.007,2.138
2189,    MFFzD,-1.161,2.068
2190,    MFCzD,-1.117,2.081
2191,    MFPzD,-1.632,2.001
2192,    MFF1T,-1.269,4.838
2193,    MFF2T,-1.026,4.907
2194,    MFF3T,-0.597,5.059
2195,    MFF4T,-0.199,5.143
2196,    MFC3T,-0.608,5.054
2197,    MFC4T,-0.536,5.076
2198,    MFP3T,-0.362,5.163
2199,    MFP4T,-0.234,5.192
2200,    MFO1T,0.407,5.407
2201,    MFO2T,0.171,5.355
2202,    MFF7T,-0.816,4.952
2203,    MFF8T,-0.470,5.024
2204,    MFT3T,-0.666,4.915
2205,    MFT4T,-0.140,5.054
2206,    MFT5T,-0.799,5.027
2207,    MFT6T,-0.341,5.164
2208,    MFFzT,-0.170,5.178
2209,    MFCzT,-0.435,5.097
2210,    MFPzT,-0.070,5.262
2211,    MFF1A,0.856,9.596
2212,    MFF2A,0.915,9.616
2213,    MFF3A,1.397,9.736
2214,    MFF4A,0.878,9.599
2215,    MFC3A,1.013,9.764
2216,    MFC4A,1.127,9.805
2217,    MFP3A,0.207,9.464
2218,    MFP4A,0.427,9.562
2219,    MFO1A,-0.079,9.478
2220,    MFO2A,0.380,9.688
2221,    MFF7A,0.946,9.663
2222,    MFF8A,1.214,9.760
2223,    MFT3A,0.856,9.792
2224,    MFT4A,1.016,9.810
2225,    MFT5A,0.061,9.451
2226,    MFT6A,0.027,9.441
2227,    MFFzA,0.962,9.599
2228,    MFCzA,1.116,9.654
2229,    MFPzA,0.167,9.425
2230,    MFF1B,0.027,17.880
2231,    MFF2B,-0.108,17.733
2232,    MFF3B,0.568,17.760
2233,    MFF4B,0.276,17.682
2234,    MFC3B,0.582,17.536
2235,    MFC4B,0.030,17.230
2236,    MFP3B,0.712,17.237
2237,    MFP4B,0.763,17.255
2238,    MFO1B,0.344,17.275
2239,    MFO2B,0.305,17.260
2240,    MFF7B,0.683,18.270
2241,    MFF8B,0.485,18.102
2242,    MFT3B,0.331,17.855
2243,    MFT4B,-0.242,17.429
2244,    MFT5B,0.710,17.373
2245,    MFT6B,1.064,17.518
2246,    MFFzB,0.710,17.586
2247,    MFCzB,0.706,17.450
2248,    MFPzB,0.946,17.294
2249,    MFF1S,-0.611,6.373
2250,    MFF2S,-0.877,6.101
2251,    MFF3S,-0.266,7.041
2252,    MFF4S,-0.284,7.127
2253,    MFC3S,-1.043,6.838
2254,    MFC4S,-0.749,7.030
2255,    MFP3S,-1.245,6.870
2256,    MFP4S,-1.064,6.988
2257,    MFO1S,-0.383,8.255
2258,    MFO2S,0.037,8.633
2259,    MFF7S,-0.163,7.217
2260,    MFF8S,-0.162,7.236
2261,    MFT3S,-0.040,8.296
2262,    MFT4S,-0.585,7.466
2263,    MFT5S,-0.933,7.440
2264,    MFT6S,-0.633,7.634
2265,    MFFzS,-0.472,6.760
2266,    MFCzS,-1.384,6.089
2267,    MFPzS,-1.146,6.822
2268,   MFF1B2,1.074,28.404
2269,   MFF2B2,0.972,28.307
2270,   MFF3B2,2.158,28.487
2271,   MFF4B2,1.101,28.228
2272,   MFC3B2,1.406,28.257
2273,   MFC4B2,0.409,27.998
2274,   MFP3B2,1.122,28.264
2275,   MFP4B2,0.080,27.968
2276,   MFO1B2,0.696,28.141
2277,   MFO2B2,0.936,28.373
2278,   MFF7B2,1.049,28.269
2279,   MFF8B2,0.922,28.190
2280,   MFT3B2,2.184,28.567
2281,   MFT4B2,0.538,28.114
2282,   MFT5B2,2.384,28.634
2283,   MFT6B2,1.173,28.319
2284,   MFFzB2,1.737,28.436
2285,   MFCzB2,1.561,28.375
2286,   MFPzB2,0.386,28.029
2287,    MFF1G,1.237,41.728
2288,    MFF2G,1.186,41.730
2289,    MFF3G,0.547,41.250
2290,    MFF4G,1.155,41.495
2291,    MFC3G,0.639,41.137
2292,    MFC4G,0.768,41.238
2293,    MFP3G,0.103,41.082
2294,    MFP4G,0.276,41.125
2295,    MFO1G,0.856,41.607
2296,    MFO2G,0.831,41.484
2297,    MFF7G,0.400,41.076
2298,    MFF8G,0.503,41.221
2299,    MFT3G,-0.089,40.151
2300,    MFT4G,0.904,41.110
2301,    MFT5G,0.528,41.241
2302,    MFT6G,-0.093,40.834
2303,    MFFzG,0.272,41.317
2304,    MFCzG,0.143,41.112
2305,    MFPzG,-0.191,41.117
2306,   MFF1A1,-0.183,8.576
2307,   MFF2A1,-0.227,8.564
2308,   MFF3A1,0.453,8.686
2309,   MFF4A1,-0.263,8.565
2310,   MFC3A1,0.404,8.758
2311,   MFC4A1,0.205,8.712
2312,   MFP3A1,-0.474,8.617
2313,   MFP4A1,-0.543,8.613
2314,   MFO1A1,-0.786,8.678
2315,   MFO2A1,-0.503,8.767
2316,   MFF7A1,0.050,8.626
2317,   MFF8A1,0.287,8.677
2318,   MFT3A1,0.045,8.648
2319,   MFT4A1,0.149,8.681
2320,   MFT5A1,-0.569,8.613
2321,   MFT6A1,-0.871,8.549
2322,   MFFzA1,-0.279,8.552
2323,   MFCzA1,0.167,8.657
2324,   MFPzA1,-0.595,8.568
2325,   MFF1A2,-0.704,10.648
2326,   MFF2A2,-0.413,10.695
2327,   MFF3A2,-0.860,10.593
2328,   MFF4A2,-0.675,10.629
2329,   MFC3A2,-0.624,10.567
2330,   MFC4A2,-0.365,10.622
2331,   MFP3A2,-0.384,10.546
2332,   MFP4A2,-0.267,10.561
2333,   MFO1A2,-0.286,10.487
2334,   MFO2A2,-0.193,10.496
2335,   MFF7A2,-0.707,10.650
2336,   MFF8A2,-0.452,10.684
2337,   MFT3A2,-0.470,10.735
2338,   MFT4A2,-1.128,10.612
2339,   MFT5A2,-0.216,10.604
2340,   MFT6A2,0.022,10.639
2341,   MFFzA2,-0.803,10.595
2342,   MFCzA2,-0.653,10.568
2343,   MFPzA2,-0.481,10.512
2344, MIF1F2D1,-0.559,-2.959
2345, MIF1F3D1,-0.145,3.233
2346, MIF1F4D1,-0.178,2.850
2347, MIF1C3D1,-0.882,-1.618
2348, MIF1C4D1,-0.919,-2.762
2349, MIF1P3D1,-0.336,-2.573
2350, MIF1P4D1,-0.377,-3.516
2351, MIF1O1D1,-0.170,1.606
2352, MIF1O2D1,-0.041,2.599
2353, MIF1F7D1,-0.527,7.210
2354, MIF1F8D1,-0.029,13.345
2355, MIF1T3D1,-0.090,19.862
2356, MIF1T4D1,-0.472,17.703
2357, MIF1T5D1,-0.294,10.064
2358, MIF1T6D1,-0.192,11.416
2359, MIF1FzD1,-0.534,-7.284
2360, MIF1CzD1,-0.689,-13.574
2361, MIF1PzD1,-0.346,-10.130
2362, MIF2F3D1,0.414,6.192
2363, MIF2F4D1,0.379,5.810
2364, MIF2C3D1,-0.165,1.341
2365, MIF2C4D1,-0.229,0.197
2366, MIF2P3D1,0.216,0.386
2367, MIF2P4D1,0.179,-0.557
2368, MIF2O1D1,0.302,4.565
2369, MIF2O2D1,0.394,5.558
2370, MIF2F7D1,0.176,10.169
2371, MIF2F8D1,0.491,16.304
2372, MIF2T3D1,0.413,22.821
2373, MIF2T4D1,0.091,20.662
2374, MIF2T5D1,0.215,13.024
2375, MIF2T6D1,0.292,14.375
2376, MIF2FzD1,0.122,-4.325
2377, MIF2CzD1,-0.032,-10.615
2378, MIF2PzD1,0.194,-7.171
2379, MIF3F4D1,-0.053,-0.383
2380, MIF3C3D1,-1.406,-4.851
2381, MIF3C4D1,-1.325,-5.995
2382, MIF3P3D1,-0.319,-5.807
2383, MIF3P4D1,-0.382,-6.749
2384, MIF3O1D1,-0.076,-1.628
2385, MIF3O2D1,0.089,-0.635
2386, MIF3F7D1,-0.351,3.977
2387, MIF3F8D1,0.114,10.112
2388, MIF3T3D1,0.046,16.629
2389, MIF3T4D1,-0.454,14.470
2390, MIF3T5D1,-0.256,6.831
2391, MIF3T6D1,-0.108,8.183
2392, MIF3FzD1,-0.712,-10.517
2393, MIF3CzD1,-1.001,-16.807
2394, MIF3PzD1,-0.343,-13.363
2395, MIF4C3D1,-1.028,-4.468
2396, MIF4C4D1,-1.281,-5.612
2397, MIF4P3D1,-0.258,-5.424
2398, MIF4P4D1,-0.334,-6.367
2399, MIF4O1D1,-0.041,-1.245
2400, MIF4O2D1,0.115,-0.252
2401, MIF4F7D1,-0.273,4.360
2402, MIF4F8D1,0.159,10.495
2403, MIF4T3D1,0.068,17.012
2404, MIF4T4D1,-0.479,14.853
2405, MIF4T5D1,-0.195,7.214
2406, MIF4T6D1,-0.071,8.566
2407, MIF4FzD1,-0.711,-10.134
2408, MIF4CzD1,-0.932,-16.424
2409, MIF4PzD1,-0.297,-12.981
2410, MIC3C4D1,-0.185,-1.144
2411, MIC3P3D1,0.946,-0.955
2412, MIC3P4D1,0.775,-1.898
2413, MIC3O1D1,0.791,3.224
2414, MIC3O2D1,0.906,4.217
2415, MIC3F7D1,0.488,8.828
2416, MIC3F8D1,0.877,14.963
2417, MIC3T3D1,0.982,21.480
2418, MIC3T4D1,0.413,19.321
2419, MIC3T5D1,0.737,11.682
2420, MIC3T6D1,0.787,13.034
2421, MIC3FzD1,0.631,-5.666
2422, MIC3CzD1,0.374,-11.956
2423, MIC3PzD1,0.772,-8.512
2424, MIC4P3D1,1.031,0.189
2425, MIC4P4D1,1.150,-0.754
2426, MIC4O1D1,0.902,4.368
2427, MIC4O2D1,1.052,5.361
2428, MIC4F7D1,0.526,9.972
2429, MIC4F8D1,0.991,16.107
2430, MIC4T3D1,0.930,22.624
2431, MIC4T4D1,0.603,20.465
2432, MIC4T5D1,0.791,12.826
2433, MIC4T6D1,1.023,14.178
2434, MIC4FzD1,0.752,-4.522
2435, MIC4CzD1,0.551,-10.812
2436, MIC4PzD1,0.921,-7.368
2437, MIP3P4D1,-0.096,-0.943
2438, MIP3O1D1,0.214,4.179
2439, MIP3O2D1,0.380,5.172
2440, MIP3F7D1,-0.062,9.783
2441, MIP3F8D1,0.332,15.919
2442, MIP3T3D1,0.299,22.435
2443, MIP3T4D1,-0.185,20.276
2444, MIP3T5D1,0.033,12.638
2445, MIP3T6D1,0.174,13.989
2446, MIP3FzD1,-0.172,-4.710
2447, MIP3CzD1,-0.560,-11.001
2448, MIP3PzD1,-0.041,-7.557
2449, MIP4O1D1,0.290,5.122
2450, MIP4O2D1,0.485,6.115
2451, MIP4F7D1,-0.016,10.726
2452, MIP4F8D1,0.378,16.861
2453, MIP4T3D1,0.332,23.378
2454, MIP4T4D1,-0.148,21.219
2455, MIP4T5D1,0.095,13.581
2456, MIP4T6D1,0.309,14.932
2457, MIP4FzD1,-0.108,-3.768
2458, MIP4CzD1,-0.503,-10.058
2459, MIP4PzD1,0.054,-6.614
2460, MIO1O2D1,0.269,0.993
2461, MIO1F7D1,-0.205,5.604
2462, MIO1F8D1,0.155,11.740
2463, MIO1T3D1,0.105,18.256
2464, MIO1T4D1,-0.323,16.097
2465, MIO1T5D1,-0.199,8.459
2466, MIO1T6D1,-0.035,9.810
2467, MIO1FzD1,-0.299,-8.889
2468, MIO1CzD1,-0.571,-15.180
2469, MIO1PzD1,-0.234,-11.736
2470, MIO2F7D1,-0.341,4.611
2471, MIO2F8D1,0.021,10.747
2472, MIO2T3D1,-0.045,17.263
2473, MIO2T4D1,-0.470,15.104
2474, MIO2T5D1,-0.373,7.466
2475, MIO2T6D1,-0.264,8.817
2476, MIO2FzD1,-0.429,-9.882
2477, MIO2CzD1,-0.706,-16.173
2478, MIO2PzD1,-0.401,-12.729
2479, MIF7F8D1,0.451,6.135
2480, MIF7T3D1,0.367,12.652
2481, MIF7T4D1,-0.095,10.493
2482, MIF7T5D1,0.079,2.854
2483, MIF7T6D1,0.184,4.206
2484, MIF7FzD1,-0.066,-14.494
2485, MIF7CzD1,-0.269,-20.784
2486, MIF7PzD1,0.041,-17.340
2487, MIF8T3D1,-0.065,6.517
2488, MIF8T4D1,-0.583,4.358
2489, MIF8T5D1,-0.286,-3.281
2490, MIF8T6D1,-0.183,-1.929
2491, MIF8FzD1,-0.482,-20.629
2492, MIF8CzD1,-0.677,-26.919
2493, MIF8PzD1,-0.340,-23.475
2494, MIT3T4D1,-0.416,-2.159
2495, MIT3T5D1,-0.280,-9.798
2496, MIT3T6D1,-0.125,-8.446
2497, MIT3FzD1,-0.413,-27.146
2498, MIT3CzD1,-0.648,-33.436
2499, MIT3PzD1,-0.297,-29.992
2500, MIT4T5D1,0.191,-7.639
2501, MIT4T6D1,0.354,-6.287
2502, MIT4FzD1,0.043,-24.987
2503, MIT4CzD1,-0.205,-31.277
2504, MIT4PzD1,0.163,-27.833
2505, MIT5T6D1,0.147,1.352
2506, MIT5FzD1,-0.173,-17.348
2507, MIT5CzD1,-0.464,-23.639
2508, MIT5PzD1,-0.055,-20.195
2509, MIT6FzD1,-0.289,-18.700
2510, MIT6CzD1,-0.585,-24.990
2511, MIT6PzD1,-0.204,-21.546
2512, MIFzCzD1,-0.438,-6.290
2513, MIFzPzD1,0.148,-2.846
2514, MICzPzD1,0.597,3.444
2515,  MIF1F2D,-0.286,-0.655
2516,  MIF1F3D,0.589,3.205
2517,  MIF1F4D,0.711,5.097
2518,  MIF1C3D,0.007,-0.988
2519,  MIF1C4D,0.249,1.912
2520,  MIF1P3D,0.409,-1.344
2521,  MIF1P4D,0.467,-1.031
2522,  MIF1O1D,0.409,-1.214
2523,  MIF1O2D,0.572,0.134
2524,  MIF1F7D,0.041,10.037
2525,  MIF1F8D,0.180,11.857
2526,  MIF1T3D,0.833,17.524
2527,  MIF1T4D,0.535,16.988
2528,  MIF1T5D,0.512,8.835
2529,  MIF1T6D,0.753,10.838
2530,  MIF1FzD,0.507,0.128
2531,  MIF1CzD,0.079,-11.720
2532,  MIF1PzD,0.278,-7.275
2533,  MIF2F3D,0.770,3.860
2534,  MIF2F4D,0.912,5.752
2535,  MIF2C3D,0.194,-0.334
2536,  MIF2C4D,0.425,2.566
2537,  MIF2P3D,0.563,-0.690
2538,  MIF2P4D,0.611,-0.376
2539,  MIF2O1D,0.520,-0.559
2540,  MIF2O2D,0.672,0.788
2541,  MIF2F7D,0.251,10.691
2542,  MIF2F8D,0.389,12.511
2543,  MIF2T3D,0.955,18.179
2544,  MIF2T4D,0.694,17.643
2545,  MIF2T5D,0.637,9.490
2546,  MIF2T6D,0.873,11.493
2547,  MIF2FzD,0.690,0.782
2548,  MIF2CzD,0.260,-11.065
2549,  MIF2PzD,0.441,-6.620
2550,  MIF3F4D,0.292,1.892
2551,  MIF3C3D,-1.239,-4.193
2552,  MIF3C4D,-0.584,-1.293
2553,  MIF3P3D,-0.164,-4.549
2554,  MIF3P4D,-0.036,-4.236
2555,  MIF3O1D,0.003,-4.419
2556,  MIF3O2D,0.226,-3.072
2557,  MIF3F7D,-0.712,6.832
2558,  MIF3F8D,-0.454,8.652
2559,  MIF3T3D,0.396,14.319
2560,  MIF3T4D,0.042,13.783
2561,  MIF3T5D,0.057,5.630
2562,  MIF3T6D,0.422,7.633
2563,  MIF3FzD,-0.254,-3.077
2564,  MIF3CzD,-1.165,-14.925
2565,  MIF3PzD,-0.313,-10.480
2566,  MIF4C3D,-1.240,-6.086
2567,  MIF4C4D,-0.853,-3.185
2568,  MIF4P3D,-0.319,-6.441
2569,  MIF4P4D,-0.195,-6.128
2570,  MIF4O1D,-0.094,-6.311
2571,  MIF4O2D,0.128,-4.964
2572,  MIF4F7D,-0.792,4.940
2573,  MIF4F8D,-0.695,6.760
2574,  MIF4T3D,0.227,12.427
2575,  MIF4T4D,-0.118,11.891
2576,  MIF4T5D,-0.072,3.738
2577,  MIF4T6D,0.308,5.741
2578,  MIF4FzD,-0.557,-4.969
2579,  MIF4CzD,-1.336,-16.817
2580,  MIF4PzD,-0.465,-12.372
2581,  MIC3C4D,0.580,2.900
2582,  MIC3P3D,0.905,-0.356
2583,  MIC3P4D,0.895,-0.042
2584,  MIC3O1D,0.525,-0.226
2585,  MIC3O2D,0.743,1.122
2586,  MIC3F7D,0.033,11.025
2587,  MIC3F8D,0.176,12.845
2588,  MIC3T3D,1.136,18.513
2589,  MIC3T4D,0.710,17.977
2590,  MIC3T5D,0.808,9.824
2591,  MIC3T6D,1.058,11.827
2592,  MIC3FzD,0.965,1.116
2593,  MIC3CzD,0.199,-10.731
2594,  MIC3PzD,0.512,-6.286
2595,  MIC4P3D,0.327,-3.256
2596,  MIC4P4D,0.501,-2.943
2597,  MIC4O1D,0.286,-3.126
2598,  MIC4O2D,0.531,-1.778
2599,  MIC4F7D,-0.252,8.125
2600,  MIC4F8D,-0.111,9.945
2601,  MIC4T3D,0.709,15.613
2602,  MIC4T4D,0.491,15.077
2603,  MIC4T5D,0.441,6.924
2604,  MIC4T6D,0.851,8.927
2605,  MIC4FzD,0.427,-1.784
2606,  MIC4CzD,-0.441,-13.631
2607,  MIC4PzD,0.111,-9.186
2608,  MIP3P4D,0.195,0.313
2609,  MIP3O1D,0.133,0.130
2610,  MIP3O2D,0.423,1.478
2611,  MIP3F7D,-0.442,11.381
2612,  MIP3F8D,-0.286,13.201
2613,  MIP3T3D,0.505,18.868
2614,  MIP3T4D,0.158,18.333
2615,  MIP3T5D,0.253,10.180
2616,  MIP3T6D,0.658,12.183
2617,  MIP3FzD,0.036,1.472
2618,  MIP3CzD,-0.659,-10.376
2619,  MIP3PzD,-0.243,-5.930
2620,  MIP4O1D,0.036,-0.183
2621,  MIP4O2D,0.369,1.164
2622,  MIP4F7D,-0.497,11.068
2623,  MIP4F8D,-0.364,12.888
2624,  MIP4T3D,0.353,18.555
2625,  MIP4T4D,0.069,18.019
2626,  MIP4T5D,0.108,9.866
2627,  MIP4T6D,0.707,11.869
2628,  MIP4FzD,-0.083,1.159
2629,  MIP4CzD,-0.750,-10.689
2630,  MIP4PzD,-0.443,-6.244
2631,  MIO1O2D,0.433,1.348
2632,  MIO1F7D,-0.423,11.251
2633,  MIO1F8D,-0.298,13.071
2634,  MIO1T3D,0.255,18.738
2635,  MIO1T4D,0.024,18.203
2636,  MIO1T5D,0.054,10.050
2637,  MIO1T6D,0.513,12.052
2638,  MIO1FzD,-0.076,1.342
2639,  MIO1CzD,-0.440,-10.506
2640,  MIO1PzD,-0.263,-6.061
2641,  MIO2F7D,-0.608,9.903
2642,  MIO2F8D,-0.490,11.723
2643,  MIO2T3D,0.037,17.391
2644,  MIO2T4D,-0.185,16.855
2645,  MIO2T5D,-0.249,8.702
2646,  MIO2T6D,0.206,10.705
2647,  MIO2FzD,-0.288,-0.006
2648,  MIO2CzD,-0.664,-11.853
2649,  MIO2PzD,-0.552,-7.408
2650,  MIF7F8D,0.158,1.820
2651,  MIF7T3D,1.177,7.488
2652,  MIF7T4D,0.570,6.952
2653,  MIF7T5D,0.563,-1.201
2654,  MIF7T6D,0.824,0.802
2655,  MIF7FzD,0.535,-9.909
2656,  MIF7CzD,0.056,-21.756
2657,  MIF7PzD,0.292,-17.311
2658,  MIF8T3D,0.681,5.668
2659,  MIF8T4D,0.580,5.132
2660,  MIF8T5D,0.396,-3.021
2661,  MIF8T6D,0.709,-1.018
